,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
200,Closed,complete,Value 5,2010-04-03 07:51:11+00:00,Closed,Value 5,Case3849,Variant 6,6,Fluxicon Disco
201,Assign seriousness,complete,Value 2,2010-02-09 16:17:06+00:00,Assign seriousness,Value 2,Case360,Variant 1,1,Fluxicon Disco
202,Take in charge ticket,complete,Value 2,2010-02-23 16:40:34+00:00,Take in charge ticket,Value 2,Case360,Variant 1,1,Fluxicon Disco
203,Resolve ticket,complete,Value 2,2010-03-16 09:05:38+00:00,Resolve ticket,Value 2,Case360,Variant 1,1,Fluxicon Disco
204,Closed,complete,Value 5,2010-03-31 08:05:52+00:00,Closed,Value 5,Case360,Variant 1,1,Fluxicon Disco
205,Assign seriousness,complete,Value 2,2010-02-10 08:42:57+00:00,Assign seriousness,Value 2,Case3238,Variant 53,53,Fluxicon Disco
206,Take in charge ticket,complete,Value 2,2010-02-16 11:50:53+00:00,Take in charge ticket,Value 2,Case3238,Variant 53,53,Fluxicon Disco
207,Wait,complete,Value 2,2010-02-16 11:50:57+00:00,Wait,Value 2,Case3238,Variant 53,53,Fluxicon Disco
208,Take in charge ticket,complete,Value 2,2010-03-16 08:51:00+00:00,Take in charge ticket,Value 2,Case3238,Variant 53,53,Fluxicon Disco
209,Resolve ticket,complete,Value 2,2010-03-16 08:51:06+00:00,Resolve ticket,Value 2,Case3238,Variant 53,53,Fluxicon Disco
210,Closed,complete,Value 5,2010-03-31 07:51:20+00:00,Closed,Value 5,Case3238,Variant 53,53,Fluxicon Disco
211,Closed,complete,Value 5,2010-03-31 07:51:20+00:00,Closed,Value 5,Case3238,Variant 53,53,Fluxicon Disco
212,Assign seriousness,complete,Value 2,2010-02-10 08:50:20+00:00,Assign seriousness,Value 2,Case10,Variant 1,1,Fluxicon Disco
213,Take in charge ticket,complete,Value 2,2010-03-19 08:47:06+00:00,Take in charge ticket,Value 2,Case10,Variant 1,1,Fluxicon Disco
214,Resolve ticket,complete,Value 2,2010-03-19 08:47:13+00:00,Resolve ticket,Value 2,Case10,Variant 1,1,Fluxicon Disco
215,Closed,complete,Value 5,2010-04-03 07:47:38+00:00,Closed,Value 5,Case10,Variant 1,1,Fluxicon Disco
216,Assign seriousness,complete,Value 2,2010-02-10 08:52:42+00:00,Assign seriousness,Value 2,Case864,Variant 3,3,Fluxicon Disco
217,Take in charge ticket,complete,Value 2,2010-02-22 09:06:59+00:00,Take in charge ticket,Value 2,Case864,Variant 3,3,Fluxicon Disco
218,Wait,complete,Value 2,2010-02-22 09:43:38+00:00,Wait,Value 2,Case864,Variant 3,3,Fluxicon Disco
219,Take in charge ticket,complete,Value 2,2010-03-10 08:17:55+00:00,Take in charge ticket,Value 2,Case864,Variant 3,3,Fluxicon Disco
220,Resolve ticket,complete,Value 2,2010-03-10 08:18:00+00:00,Resolve ticket,Value 2,Case864,Variant 3,3,Fluxicon Disco
221,Closed,complete,Value 5,2010-04-09 07:18:19+00:00,Closed,Value 5,Case864,Variant 3,3,Fluxicon Disco
222,Assign seriousness,complete,Value 2,2010-02-10 08:58:35+00:00,Assign seriousness,Value 2,Case4290,Variant 1,1,Fluxicon Disco
223,Take in charge ticket,complete,Value 2,2010-02-23 14:58:59+00:00,Take in charge ticket,Value 2,Case4290,Variant 1,1,Fluxicon Disco
224,Resolve ticket,complete,Value 2,2010-02-23 15:15:40+00:00,Resolve ticket,Value 2,Case4290,Variant 1,1,Fluxicon Disco
225,Closed,complete,Value 5,2010-03-13 09:00:39+00:00,Closed,Value 5,Case4290,Variant 1,1,Fluxicon Disco
226,Assign seriousness,complete,Value 2,2010-02-10 09:15:34+00:00,Assign seriousness,Value 2,Case2817,Variant 1,1,Fluxicon Disco
227,Take in charge ticket,complete,Value 10,2010-02-15 16:20:05+00:00,Take in charge ticket,Value 10,Case2817,Variant 1,1,Fluxicon Disco
228,Resolve ticket,complete,Value 10,2010-02-26 14:19:07+00:00,Resolve ticket,Value 10,Case2817,Variant 1,1,Fluxicon Disco
229,Closed,complete,Value 5,2010-03-28 13:19:31+00:00,Closed,Value 5,Case2817,Variant 1,1,Fluxicon Disco
230,Assign seriousness,complete,Value 2,2010-02-10 09:16:26+00:00,Assign seriousness,Value 2,Case3168,Variant 1,1,Fluxicon Disco
231,Take in charge ticket,complete,Value 10,2010-02-15 16:19:28+00:00,Take in charge ticket,Value 10,Case3168,Variant 1,1,Fluxicon Disco
232,Resolve ticket,complete,Value 10,2010-03-17 10:05:36+00:00,Resolve ticket,Value 10,Case3168,Variant 1,1,Fluxicon Disco
233,Closed,complete,Value 5,2010-04-01 09:05:51+00:00,Closed,Value 5,Case3168,Variant 1,1,Fluxicon Disco
234,Assign seriousness,complete,Value 2,2010-02-10 10:25:33+00:00,Assign seriousness,Value 2,Case151,Variant 1,1,Fluxicon Disco
235,Take in charge ticket,complete,Value 2,2010-02-10 10:33:38+00:00,Take in charge ticket,Value 2,Case151,Variant 1,1,Fluxicon Disco
236,Resolve ticket,complete,Value 2,2010-02-10 10:33:49+00:00,Resolve ticket,Value 2,Case151,Variant 1,1,Fluxicon Disco
237,Closed,complete,Value 5,2010-03-13 10:30:26+00:00,Closed,Value 5,Case151,Variant 1,1,Fluxicon Disco
238,Assign seriousness,complete,Value 16,2010-02-10 12:15:48+00:00,Assign seriousness,Value 16,Case1652,Variant 4,4,Fluxicon Disco
239,Assign seriousness,complete,Value 16,2010-02-24 11:20:45+00:00,Assign seriousness,Value 16,Case1652,Variant 4,4,Fluxicon Disco
240,Take in charge ticket,complete,Value 16,2010-02-24 11:25:31+00:00,Take in charge ticket,Value 16,Case1652,Variant 4,4,Fluxicon Disco
241,Resolve ticket,complete,Value 2,2010-03-15 17:26:37+00:00,Resolve ticket,Value 2,Case1652,Variant 4,4,Fluxicon Disco
242,Closed,complete,Value 5,2010-03-30 16:26:59+00:00,Closed,Value 5,Case1652,Variant 4,4,Fluxicon Disco
243,Assign seriousness,complete,Value 2,2010-02-11 08:48:50+00:00,Assign seriousness,Value 2,Case166,Variant 1,1,Fluxicon Disco
244,Take in charge ticket,complete,Value 2,2010-02-23 16:56:28+00:00,Take in charge ticket,Value 2,Case166,Variant 1,1,Fluxicon Disco
245,Resolve ticket,complete,Value 2,2010-02-23 16:56:36+00:00,Resolve ticket,Value 2,Case166,Variant 1,1,Fluxicon Disco
246,Closed,complete,Value 5,2010-03-27 08:50:35+00:00,Closed,Value 5,Case166,Variant 1,1,Fluxicon Disco
247,Assign seriousness,complete,Value 2,2010-02-15 16:21:35+00:00,Assign seriousness,Value 2,Case2933,Variant 1,1,Fluxicon Disco
248,Take in charge ticket,complete,Value 2,2010-02-18 13:52:20+00:00,Take in charge ticket,Value 2,Case2933,Variant 1,1,Fluxicon Disco
249,Resolve ticket,complete,Value 2,2010-02-18 13:52:30+00:00,Resolve ticket,Value 2,Case2933,Variant 1,1,Fluxicon Disco
250,Closed,complete,Value 5,2010-03-18 16:30:16+00:00,Closed,Value 5,Case2933,Variant 1,1,Fluxicon Disco
251,Assign seriousness,complete,Value 2,2010-02-16 10:57:56+00:00,Assign seriousness,Value 2,Case2635,Variant 1,1,Fluxicon Disco
252,Take in charge ticket,complete,Value 2,2010-02-16 10:58:09+00:00,Take in charge ticket,Value 2,Case2635,Variant 1,1,Fluxicon Disco
253,Resolve ticket,complete,Value 2,2010-02-16 10:58:17+00:00,Resolve ticket,Value 2,Case2635,Variant 1,1,Fluxicon Disco
254,Closed,complete,Value 5,2010-03-19 11:00:16+00:00,Closed,Value 5,Case2635,Variant 1,1,Fluxicon Disco
255,Assign seriousness,complete,Value 2,2010-02-16 11:00:09+00:00,Assign seriousness,Value 2,Case430,Variant 1,1,Fluxicon Disco
256,Take in charge ticket,complete,Value 2,2010-02-16 11:00:17+00:00,Take in charge ticket,Value 2,Case430,Variant 1,1,Fluxicon Disco
257,Resolve ticket,complete,Value 2,2010-02-16 11:00:27+00:00,Resolve ticket,Value 2,Case430,Variant 1,1,Fluxicon Disco
258,Closed,complete,Value 5,2010-03-19 11:11:08+00:00,Closed,Value 5,Case430,Variant 1,1,Fluxicon Disco
259,Assign seriousness,complete,Value 2,2010-02-17 15:36:36+00:00,Assign seriousness,Value 2,Case1352,Variant 1,1,Fluxicon Disco
260,Take in charge ticket,complete,Value 2,2010-02-18 14:17:36+00:00,Take in charge ticket,Value 2,Case1352,Variant 1,1,Fluxicon Disco
261,Resolve ticket,complete,Value 2,2010-02-18 14:17:42+00:00,Resolve ticket,Value 2,Case1352,Variant 1,1,Fluxicon Disco
262,Closed,complete,Value 5,2010-03-20 15:40:17+00:00,Closed,Value 5,Case1352,Variant 1,1,Fluxicon Disco
263,Assign seriousness,complete,Value 2,2010-02-17 16:53:21+00:00,Assign seriousness,Value 2,Case2979,Variant 1,1,Fluxicon Disco
264,Take in charge ticket,complete,Value 2,2010-02-23 15:53:52+00:00,Take in charge ticket,Value 2,Case2979,Variant 1,1,Fluxicon Disco
265,Resolve ticket,complete,Value 2,2010-02-23 15:53:57+00:00,Resolve ticket,Value 2,Case2979,Variant 1,1,Fluxicon Disco
266,Closed,complete,Value 5,2010-04-04 16:00:41+00:00,Closed,Value 5,Case2979,Variant 1,1,Fluxicon Disco
267,Assign seriousness,complete,Value 2,2010-02-19 08:41:28+00:00,Assign seriousness,Value 2,Case3332,Variant 1,1,Fluxicon Disco
268,Take in charge ticket,complete,Value 2,2010-02-23 16:20:47+00:00,Take in charge ticket,Value 2,Case3332,Variant 1,1,Fluxicon Disco
269,Resolve ticket,complete,Value 15,2010-03-08 10:24:35+00:00,Resolve ticket,Value 15,Case3332,Variant 1,1,Fluxicon Disco
270,Closed,complete,Value 5,2010-03-24 08:50:25+00:00,Closed,Value 5,Case3332,Variant 1,1,Fluxicon Disco
271,Assign seriousness,complete,Value 2,2010-02-19 09:26:26+00:00,Assign seriousness,Value 2,Case2664,Variant 1,1,Fluxicon Disco
272,Take in charge ticket,complete,Value 2,2010-03-09 11:36:35+00:00,Take in charge ticket,Value 2,Case2664,Variant 1,1,Fluxicon Disco
273,Resolve ticket,complete,Value 2,2010-03-09 11:36:42+00:00,Resolve ticket,Value 2,Case2664,Variant 1,1,Fluxicon Disco
274,Closed,complete,Value 5,2010-03-24 11:36:54+00:00,Closed,Value 5,Case2664,Variant 1,1,Fluxicon Disco
275,Assign seriousness,complete,Value 2,2010-02-19 09:28:22+00:00,Assign seriousness,Value 2,Case1399,Variant 1,1,Fluxicon Disco
276,Take in charge ticket,complete,Value 2,2010-02-19 09:28:30+00:00,Take in charge ticket,Value 2,Case1399,Variant 1,1,Fluxicon Disco
277,Resolve ticket,complete,Value 2,2010-02-19 09:28:36+00:00,Resolve ticket,Value 2,Case1399,Variant 1,1,Fluxicon Disco
278,Closed,complete,Value 5,2010-03-24 09:30:37+00:00,Closed,Value 5,Case1399,Variant 1,1,Fluxicon Disco
279,Assign seriousness,complete,Value 2,2010-02-19 09:30:34+00:00,Assign seriousness,Value 2,Case3571,Variant 86,86,Fluxicon Disco
280,Assign seriousness,complete,Value 2,2010-02-19 09:30:47+00:00,Assign seriousness,Value 2,Case3571,Variant 86,86,Fluxicon Disco
281,Wait,complete,Value 2,2010-02-19 09:38:49+00:00,Wait,Value 2,Case3571,Variant 86,86,Fluxicon Disco
282,Take in charge ticket,complete,Value 2,2010-02-24 14:44:53+00:00,Take in charge ticket,Value 2,Case3571,Variant 86,86,Fluxicon Disco
283,Resolve ticket,complete,Value 2,2010-02-24 14:45:23+00:00,Resolve ticket,Value 2,Case3571,Variant 86,86,Fluxicon Disco
284,Closed,complete,Value 5,2010-03-28 08:40:44+00:00,Closed,Value 5,Case3571,Variant 86,86,Fluxicon Disco
285,Assign seriousness,complete,Value 2,2010-02-19 10:03:38+00:00,Assign seriousness,Value 2,Case2865,Variant 1,1,Fluxicon Disco
286,Take in charge ticket,complete,Value 2,2010-02-19 10:16:18+00:00,Take in charge ticket,Value 2,Case2865,Variant 1,1,Fluxicon Disco
287,Resolve ticket,complete,Value 2,2010-02-19 10:16:24+00:00,Resolve ticket,Value 2,Case2865,Variant 1,1,Fluxicon Disco
288,Closed,complete,Value 5,2010-03-24 10:10:44+00:00,Closed,Value 5,Case2865,Variant 1,1,Fluxicon Disco
289,Assign seriousness,complete,Value 2,2010-02-19 10:40:25+00:00,Assign seriousness,Value 2,Case2559,Variant 4,4,Fluxicon Disco
290,Assign seriousness,complete,Value 2,2010-02-19 10:40:36+00:00,Assign seriousness,Value 2,Case2559,Variant 4,4,Fluxicon Disco
291,Take in charge ticket,complete,Value 2,2010-02-23 13:33:27+00:00,Take in charge ticket,Value 2,Case2559,Variant 4,4,Fluxicon Disco
292,Resolve ticket,complete,Value 2,2010-02-23 13:33:32+00:00,Resolve ticket,Value 2,Case2559,Variant 4,4,Fluxicon Disco
293,Closed,complete,Value 5,2010-04-08 09:52:24+00:00,Closed,Value 5,Case2559,Variant 4,4,Fluxicon Disco
294,Assign seriousness,complete,Value 5,2010-02-19 10:58:32+00:00,Assign seriousness,Value 5,Case2383,Variant 1,1,Fluxicon Disco
295,Take in charge ticket,complete,Value 2,2010-03-11 14:30:33+00:00,Take in charge ticket,Value 2,Case2383,Variant 1,1,Fluxicon Disco
296,Resolve ticket,complete,Value 2,2010-03-12 09:14:41+00:00,Resolve ticket,Value 2,Case2383,Variant 1,1,Fluxicon Disco
297,Closed,complete,Value 5,2010-03-27 09:14:59+00:00,Closed,Value 5,Case2383,Variant 1,1,Fluxicon Disco
298,Assign seriousness,complete,Value 2,2010-02-19 11:03:47+00:00,Assign seriousness,Value 2,Case3068,Variant 1,1,Fluxicon Disco
299,Take in charge ticket,complete,Value 2,2010-02-22 13:54:11+00:00,Take in charge ticket,Value 2,Case3068,Variant 1,1,Fluxicon Disco
300,Resolve ticket,complete,Value 2,2010-02-22 13:54:17+00:00,Resolve ticket,Value 2,Case3068,Variant 1,1,Fluxicon Disco
301,Closed,complete,Value 5,2010-03-31 10:13:06+00:00,Closed,Value 5,Case3068,Variant 1,1,Fluxicon Disco
302,Assign seriousness,complete,Value 2,2010-02-19 11:15:15+00:00,Assign seriousness,Value 2,Case1701,Variant 4,4,Fluxicon Disco
303,Assign seriousness,complete,Value 16,2010-03-05 10:10:46+00:00,Assign seriousness,Value 16,Case1701,Variant 4,4,Fluxicon Disco
304,Take in charge ticket,complete,Value 16,2010-03-05 11:05:36+00:00,Take in charge ticket,Value 16,Case1701,Variant 4,4,Fluxicon Disco
305,Resolve ticket,complete,Value 16,2010-03-05 17:05:32+00:00,Resolve ticket,Value 16,Case1701,Variant 4,4,Fluxicon Disco
306,Closed,complete,Value 5,2010-03-23 12:29:15+00:00,Closed,Value 5,Case1701,Variant 4,4,Fluxicon Disco
307,Insert ticket,complete,Value 5,2010-02-19 13:43:46+00:00,Insert ticket,Value 5,Case4207,Variant 41,41,Fluxicon Disco
308,Assign seriousness,complete,Value 2,2010-02-26 10:35:39+00:00,Assign seriousness,Value 2,Case4207,Variant 41,41,Fluxicon Disco
309,Assign seriousness,complete,Value 16,2010-03-05 12:29:12+00:00,Assign seriousness,Value 16,Case4207,Variant 41,41,Fluxicon Disco
310,Take in charge ticket,complete,Value 16,2010-03-05 12:29:30+00:00,Take in charge ticket,Value 16,Case4207,Variant 41,41,Fluxicon Disco
311,Wait,complete,Value 16,2010-03-05 13:28:44+00:00,Wait,Value 16,Case4207,Variant 41,41,Fluxicon Disco
312,Take in charge ticket,complete,Value 16,2010-03-08 13:28:09+00:00,Take in charge ticket,Value 16,Case4207,Variant 41,41,Fluxicon Disco
313,Resolve ticket,complete,Value 16,2010-03-08 13:28:16+00:00,Resolve ticket,Value 16,Case4207,Variant 41,41,Fluxicon Disco
314,Closed,complete,Value 5,2010-03-23 13:28:34+00:00,Closed,Value 5,Case4207,Variant 41,41,Fluxicon Disco
315,Assign seriousness,complete,Value 2,2010-02-19 16:10:34+00:00,Assign seriousness,Value 2,Case4392,Variant 4,4,Fluxicon Disco
316,Assign seriousness,complete,Value 2,2010-02-19 16:11:03+00:00,Assign seriousness,Value 2,Case4392,Variant 4,4,Fluxicon Disco
317,Take in charge ticket,complete,Value 2,2010-02-19 16:11:11+00:00,Take in charge ticket,Value 2,Case4392,Variant 4,4,Fluxicon Disco
318,Resolve ticket,complete,Value 2,2010-02-22 08:49:09+00:00,Resolve ticket,Value 2,Case4392,Variant 4,4,Fluxicon Disco
319,Closed,complete,Value 5,2010-03-24 16:20:18+00:00,Closed,Value 5,Case4392,Variant 4,4,Fluxicon Disco
320,Assign seriousness,complete,Value 2,2010-02-22 14:02:29+00:00,Assign seriousness,Value 2,Case707,Variant 1,1,Fluxicon Disco
321,Take in charge ticket,complete,Value 2,2010-02-22 14:02:39+00:00,Take in charge ticket,Value 2,Case707,Variant 1,1,Fluxicon Disco
322,Resolve ticket,complete,Value 2,2010-03-09 16:17:19+00:00,Resolve ticket,Value 2,Case707,Variant 1,1,Fluxicon Disco
323,Closed,complete,Value 5,2010-03-25 14:10:31+00:00,Closed,Value 5,Case707,Variant 1,1,Fluxicon Disco
324,Assign seriousness,complete,Value 2,2010-02-22 15:00:57+00:00,Assign seriousness,Value 2,Case1328,Variant 3,3,Fluxicon Disco
325,Take in charge ticket,complete,Value 2,2010-02-22 15:01:16+00:00,Take in charge ticket,Value 2,Case1328,Variant 3,3,Fluxicon Disco
326,Wait,complete,Value 2,2010-02-23 15:52:23+00:00,Wait,Value 2,Case1328,Variant 3,3,Fluxicon Disco
327,Take in charge ticket,complete,Value 2,2010-02-24 09:50:30+00:00,Take in charge ticket,Value 2,Case1328,Variant 3,3,Fluxicon Disco
328,Resolve ticket,complete,Value 2,2010-02-24 10:29:49+00:00,Resolve ticket,Value 2,Case1328,Variant 3,3,Fluxicon Disco
329,Closed,complete,Value 5,2010-03-25 15:10:39+00:00,Closed,Value 5,Case1328,Variant 3,3,Fluxicon Disco
330,Assign seriousness,complete,Value 2,2010-02-23 10:23:50+00:00,Assign seriousness,Value 2,Case3185,Variant 19,19,Fluxicon Disco
331,Take in charge ticket,complete,Value 2,2010-02-23 10:24:02+00:00,Take in charge ticket,Value 2,Case3185,Variant 19,19,Fluxicon Disco
332,Create SW anomaly,complete,Value 2,2010-02-23 15:40:54+00:00,Create SW anomaly,Value 2,Case3185,Variant 19,19,Fluxicon Disco
333,Resolve ticket,complete,Value 2,2010-02-23 15:41:00+00:00,Resolve ticket,Value 2,Case3185,Variant 19,19,Fluxicon Disco
334,Closed,complete,Value 5,2010-04-08 09:30:20+00:00,Closed,Value 5,Case3185,Variant 19,19,Fluxicon Disco
335,Assign seriousness,complete,Value 2,2010-02-23 10:41:22+00:00,Assign seriousness,Value 2,Case2502,Variant 1,1,Fluxicon Disco
336,Take in charge ticket,complete,Value 2,2010-03-16 14:25:16+00:00,Take in charge ticket,Value 2,Case2502,Variant 1,1,Fluxicon Disco
337,Resolve ticket,complete,Value 2,2010-03-17 11:10:57+00:00,Resolve ticket,Value 2,Case2502,Variant 1,1,Fluxicon Disco
338,Closed,complete,Value 5,2010-04-01 10:11:19+00:00,Closed,Value 5,Case2502,Variant 1,1,Fluxicon Disco
339,Assign seriousness,complete,Value 2,2010-02-23 13:17:01+00:00,Assign seriousness,Value 2,Case1257,Variant 1,1,Fluxicon Disco
340,Take in charge ticket,complete,Value 2,2010-02-23 13:17:09+00:00,Take in charge ticket,Value 2,Case1257,Variant 1,1,Fluxicon Disco
341,Resolve ticket,complete,Value 2,2010-02-23 13:18:28+00:00,Resolve ticket,Value 2,Case1257,Variant 1,1,Fluxicon Disco
342,Closed,complete,Value 5,2010-04-08 12:21:57+00:00,Closed,Value 5,Case1257,Variant 1,1,Fluxicon Disco
343,Assign seriousness,complete,Value 2,2010-02-24 16:03:18+00:00,Assign seriousness,Value 2,Case2006,Variant 1,1,Fluxicon Disco
344,Take in charge ticket,complete,Value 2,2010-02-24 16:03:46+00:00,Take in charge ticket,Value 2,Case2006,Variant 1,1,Fluxicon Disco
345,Resolve ticket,complete,Value 2,2010-02-24 16:03:51+00:00,Resolve ticket,Value 2,Case2006,Variant 1,1,Fluxicon Disco
346,Closed,complete,Value 5,2010-04-09 15:11:23+00:00,Closed,Value 5,Case2006,Variant 1,1,Fluxicon Disco
347,Assign seriousness,complete,Value 16,2010-02-25 09:43:58+00:00,Assign seriousness,Value 16,Case1907,Variant 20,20,Fluxicon Disco
348,Take in charge ticket,complete,Value 16,2010-03-04 16:29:36+00:00,Take in charge ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
349,Resolve ticket,complete,Value 16,2010-03-04 17:14:36+00:00,Resolve ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
350,Take in charge ticket,complete,Value 16,2010-03-05 12:14:51+00:00,Take in charge ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
351,Wait,complete,Value 16,2010-03-05 12:14:59+00:00,Wait,Value 16,Case1907,Variant 20,20,Fluxicon Disco
352,Take in charge ticket,complete,Value 16,2010-03-24 13:39:00+00:00,Take in charge ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
353,Resolve ticket,complete,Value 16,2010-03-26 17:42:37+00:00,Resolve ticket,Value 16,Case1907,Variant 20,20,Fluxicon Disco
354,Closed,complete,Value 5,2010-04-10 16:42:55+00:00,Closed,Value 5,Case1907,Variant 20,20,Fluxicon Disco
355,Assign seriousness,complete,Value 2,2010-02-25 15:07:33+00:00,Assign seriousness,Value 2,Case2369,Variant 1,1,Fluxicon Disco
356,Take in charge ticket,complete,Value 2,2010-02-26 15:25:37+00:00,Take in charge ticket,Value 2,Case2369,Variant 1,1,Fluxicon Disco
357,Resolve ticket,complete,Value 2,2010-03-12 09:50:25+00:00,Resolve ticket,Value 2,Case2369,Variant 1,1,Fluxicon Disco
358,Closed,complete,Value 5,2010-04-14 14:10:36+00:00,Closed,Value 5,Case2369,Variant 1,1,Fluxicon Disco
359,Assign seriousness,complete,Value 2,2010-02-26 10:16:38+00:00,Assign seriousness,Value 2,Case3482,Variant 13,13,Fluxicon Disco
360,Assign seriousness,complete,Value 2,2010-02-26 10:19:46+00:00,Assign seriousness,Value 2,Case3482,Variant 13,13,Fluxicon Disco
361,Take in charge ticket,complete,Value 2,2010-03-11 14:29:07+00:00,Take in charge ticket,Value 2,Case3482,Variant 13,13,Fluxicon Disco
362,Wait,complete,Value 2,2010-03-11 14:29:11+00:00,Wait,Value 2,Case3482,Variant 13,13,Fluxicon Disco
363,Take in charge ticket,complete,Value 2,2010-04-09 13:46:37+00:00,Take in charge ticket,Value 2,Case3482,Variant 13,13,Fluxicon Disco
364,Resolve ticket,complete,Value 2,2010-04-09 13:46:44+00:00,Resolve ticket,Value 2,Case3482,Variant 13,13,Fluxicon Disco
