,case_id,prefix_length,activities,resources,timestamps,next_activity
120,Case1037,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 1']","[Timestamp('2011-10-24 10:11:15+0000', tz='UTC'), Timestamp('2011-10-24 10:19:04+0000', tz='UTC')]",Resolve ticket
121,Case1038,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-07-24 15:29:40+0000', tz='UTC')]",Take in charge ticket
122,Case1038,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2012-07-24 15:29:40+0000', tz='UTC'), Timestamp('2012-07-25 13:33:25+0000', tz='UTC')]",Resolve ticket
123,Case1039,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-06-28 10:14:33+0000', tz='UTC')]",Take in charge ticket
124,Case1039,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2012-06-28 10:14:33+0000', tz='UTC'), Timestamp('2012-06-28 10:55:42+0000', tz='UTC')]",Resolve ticket
125,Case104,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-01-27 08:34:59+0000', tz='UTC')]",Take in charge ticket
126,Case104,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 17']","[Timestamp('2011-01-27 08:34:59+0000', tz='UTC'), Timestamp('2011-01-27 09:32:40+0000', tz='UTC')]",Resolve ticket
127,Case1040,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-02-20 08:07:43+0000', tz='UTC')]",Take in charge ticket
128,Case1040,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-02-20 08:07:43+0000', tz='UTC'), Timestamp('2012-02-20 08:07:57+0000', tz='UTC')]",Resolve ticket
129,Case1041,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-02 10:44:47+0000', tz='UTC')]",Take in charge ticket
130,Case1041,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-05-02 10:44:47+0000', tz='UTC'), Timestamp('2012-05-02 10:44:54+0000', tz='UTC')]",Resolve ticket
131,Case1042,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-23 08:22:52+0000', tz='UTC')]",Take in charge ticket
132,Case1042,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2012-05-23 08:22:52+0000', tz='UTC'), Timestamp('2012-05-23 10:07:38+0000', tz='UTC')]",Resolve ticket
133,Case1043,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-11-15 08:29:06+0000', tz='UTC')]",Take in charge ticket
134,Case1043,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[Timestamp('2012-11-15 08:29:06+0000', tz='UTC'), Timestamp('2012-11-19 15:26:43+0000', tz='UTC')]",Wait
135,Case1043,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[Timestamp('2012-11-15 08:29:06+0000', tz='UTC'), Timestamp('2012-11-19 15:26:43+0000', tz='UTC'), Timestamp('2012-11-22 16:04:35+0000', tz='UTC')]",Resolve ticket
136,Case1044,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-05-13 14:45:13+0000', tz='UTC')]",Take in charge ticket
137,Case1044,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 16']","[Timestamp('2010-05-13 14:45:13+0000', tz='UTC'), Timestamp('2010-05-17 16:21:00+0000', tz='UTC')]",Resolve ticket
138,Case1044,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16']","[Timestamp('2010-05-13 14:45:13+0000', tz='UTC'), Timestamp('2010-05-17 16:21:00+0000', tz='UTC'), Timestamp('2010-05-17 17:10:24+0000', tz='UTC')]",Take in charge ticket
139,Case1044,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16']","[Timestamp('2010-05-13 14:45:13+0000', tz='UTC'), Timestamp('2010-05-17 16:21:00+0000', tz='UTC'), Timestamp('2010-05-17 17:10:24+0000', tz='UTC'), Timestamp('2010-05-18 08:21:15+0000', tz='UTC')]",Wait
140,Case1044,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[Timestamp('2010-05-13 14:45:13+0000', tz='UTC'), Timestamp('2010-05-17 16:21:00+0000', tz='UTC'), Timestamp('2010-05-17 17:10:24+0000', tz='UTC'), Timestamp('2010-05-18 08:21:15+0000', tz='UTC'), Timestamp('2010-05-18 08:44:56+0000', tz='UTC')]",Take in charge ticket
141,Case1044,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[Timestamp('2010-05-13 14:45:13+0000', tz='UTC'), Timestamp('2010-05-17 16:21:00+0000', tz='UTC'), Timestamp('2010-05-17 17:10:24+0000', tz='UTC'), Timestamp('2010-05-18 08:21:15+0000', tz='UTC'), Timestamp('2010-05-18 08:44:56+0000', tz='UTC'), Timestamp('2010-05-18 09:26:17+0000', tz='UTC')]",Resolve ticket
142,Case1045,1,['Assign seriousness'],['Value 9'],"[Timestamp('2011-06-24 10:10:25+0000', tz='UTC')]",Take in charge ticket
143,Case1045,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 2']","[Timestamp('2011-06-24 10:10:25+0000', tz='UTC'), Timestamp('2011-06-27 13:36:12+0000', tz='UTC')]",Resolve ticket
144,Case1046,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-04-02 08:42:04+0000', tz='UTC')]",Take in charge ticket
145,Case1046,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-04-02 08:42:04+0000', tz='UTC'), Timestamp('2012-04-02 08:42:15+0000', tz='UTC')]",Resolve ticket
146,Case1047,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-07-14 10:17:31+0000', tz='UTC')]",Assign seriousness
147,Case1047,2,"['Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 13']","[Timestamp('2011-07-14 10:17:31+0000', tz='UTC'), Timestamp('2011-07-15 07:34:30+0000', tz='UTC')]",Take in charge ticket
148,Case1047,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13', 'Value 7']","[Timestamp('2011-07-14 10:17:31+0000', tz='UTC'), Timestamp('2011-07-15 07:34:30+0000', tz='UTC'), Timestamp('2011-07-15 09:49:56+0000', tz='UTC')]",Wait
149,Case1047,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 13', 'Value 7', 'Value 7']","[Timestamp('2011-07-14 10:17:31+0000', tz='UTC'), Timestamp('2011-07-15 07:34:30+0000', tz='UTC'), Timestamp('2011-07-15 09:49:56+0000', tz='UTC'), Timestamp('2011-07-15 09:51:05+0000', tz='UTC')]",Resolve ticket
150,Case1048,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-12-13 10:53:33+0000', tz='UTC')]",Take in charge ticket
151,Case1048,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[Timestamp('2010-12-13 10:53:33+0000', tz='UTC'), Timestamp('2010-12-13 10:53:45+0000', tz='UTC')]",Wait
152,Case1048,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[Timestamp('2010-12-13 10:53:33+0000', tz='UTC'), Timestamp('2010-12-13 10:53:45+0000', tz='UTC'), Timestamp('2010-12-13 10:54:14+0000', tz='UTC')]",Take in charge ticket
153,Case1048,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[Timestamp('2010-12-13 10:53:33+0000', tz='UTC'), Timestamp('2010-12-13 10:53:45+0000', tz='UTC'), Timestamp('2010-12-13 10:54:14+0000', tz='UTC'), Timestamp('2010-12-30 08:41:02+0000', tz='UTC')]",Resolve ticket
154,Case1049,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-02-09 14:14:35+0000', tz='UTC')]",Take in charge ticket
155,Case1049,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-02-09 14:14:35+0000', tz='UTC'), Timestamp('2012-02-09 14:15:26+0000', tz='UTC')]",Resolve ticket
156,Case1049,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 2']","[Timestamp('2012-02-09 14:14:35+0000', tz='UTC'), Timestamp('2012-02-09 14:15:26+0000', tz='UTC'), Timestamp('2012-02-14 16:45:38+0000', tz='UTC')]",Resolve ticket
157,Case105,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-11-20 09:00:13+0000', tz='UTC')]",Take in charge ticket
158,Case105,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2012-11-20 09:00:13+0000', tz='UTC'), Timestamp('2012-11-26 16:42:13+0000', tz='UTC')]",Wait
159,Case105,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[Timestamp('2012-11-20 09:00:13+0000', tz='UTC'), Timestamp('2012-11-26 16:42:13+0000', tz='UTC'), Timestamp('2012-11-30 09:01:21+0000', tz='UTC')]",Resolve ticket
160,Case1050,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-05-12 08:27:06+0000', tz='UTC')]",Take in charge ticket
161,Case1050,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC')]",Wait
162,Case1050,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC'), Timestamp('2011-05-13 10:46:18+0000', tz='UTC')]",Take in charge ticket
163,Case1050,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC'), Timestamp('2011-05-13 10:46:18+0000', tz='UTC'), Timestamp('2011-05-20 07:05:57+0000', tz='UTC')]",Resolve ticket
164,Case1050,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC'), Timestamp('2011-05-13 10:46:18+0000', tz='UTC'), Timestamp('2011-05-20 07:05:57+0000', tz='UTC'), Timestamp('2011-05-20 07:06:09+0000', tz='UTC')]",Take in charge ticket
165,Case1050,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC'), Timestamp('2011-05-13 10:46:18+0000', tz='UTC'), Timestamp('2011-05-20 07:05:57+0000', tz='UTC'), Timestamp('2011-05-20 07:06:09+0000', tz='UTC'), Timestamp('2011-06-07 09:09:31+0000', tz='UTC')]",Wait
166,Case1050,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC'), Timestamp('2011-05-13 10:46:18+0000', tz='UTC'), Timestamp('2011-05-20 07:05:57+0000', tz='UTC'), Timestamp('2011-05-20 07:06:09+0000', tz='UTC'), Timestamp('2011-06-07 09:09:31+0000', tz='UTC'), Timestamp('2011-06-08 08:09:20+0000', tz='UTC')]",Take in charge ticket
167,Case1050,8,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[Timestamp('2011-05-12 08:27:06+0000', tz='UTC'), Timestamp('2011-05-12 08:27:37+0000', tz='UTC'), Timestamp('2011-05-13 10:46:18+0000', tz='UTC'), Timestamp('2011-05-20 07:05:57+0000', tz='UTC'), Timestamp('2011-05-20 07:06:09+0000', tz='UTC'), Timestamp('2011-06-07 09:09:31+0000', tz='UTC'), Timestamp('2011-06-08 08:09:20+0000', tz='UTC'), Timestamp('2011-06-08 12:44:40+0000', tz='UTC')]",Resolve ticket
168,Case1051,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-12-27 08:06:01+0000', tz='UTC')]",Take in charge ticket
169,Case1051,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 2']","[Timestamp('2010-12-27 08:06:01+0000', tz='UTC'), Timestamp('2010-12-27 14:46:09+0000', tz='UTC')]",Resolve ticket
170,Case1052,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-02-03 14:26:08+0000', tz='UTC')]",Take in charge ticket
171,Case1052,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-02-03 14:26:08+0000', tz='UTC'), Timestamp('2011-02-03 16:19:25+0000', tz='UTC')]",Resolve ticket
172,Case1053,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-30 14:53:16+0000', tz='UTC')]",Assign seriousness
173,Case1053,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[Timestamp('2011-06-30 14:53:16+0000', tz='UTC'), Timestamp('2011-06-30 14:53:32+0000', tz='UTC')]",Take in charge ticket
174,Case1053,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9']","[Timestamp('2011-06-30 14:53:16+0000', tz='UTC'), Timestamp('2011-06-30 14:53:32+0000', tz='UTC'), Timestamp('2011-07-05 14:22:24+0000', tz='UTC')]",Wait
175,Case1053,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9', 'Value 9']","[Timestamp('2011-06-30 14:53:16+0000', tz='UTC'), Timestamp('2011-06-30 14:53:32+0000', tz='UTC'), Timestamp('2011-07-05 14:22:24+0000', tz='UTC'), Timestamp('2011-07-05 14:26:48+0000', tz='UTC')]",Resolve ticket
176,Case1054,1,['Assign seriousness'],['Value 4'],"[Timestamp('2013-02-07 13:32:19+0000', tz='UTC')]",Take in charge ticket
177,Case1054,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[Timestamp('2013-02-07 13:32:19+0000', tz='UTC'), Timestamp('2013-02-07 13:32:43+0000', tz='UTC')]",Wait
178,Case1054,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[Timestamp('2013-02-07 13:32:19+0000', tz='UTC'), Timestamp('2013-02-07 13:32:43+0000', tz='UTC'), Timestamp('2013-02-15 11:48:40+0000', tz='UTC')]",Resolve ticket
179,Case1055,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-01-23 15:13:31+0000', tz='UTC')]",Take in charge ticket
180,Case1055,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 13']","[Timestamp('2012-01-23 15:13:31+0000', tz='UTC'), Timestamp('2012-01-23 16:49:47+0000', tz='UTC')]",Resolve ticket
181,Case1056,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-06-06 12:08:26+0000', tz='UTC')]",Take in charge ticket
182,Case1056,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-06-06 12:08:26+0000', tz='UTC'), Timestamp('2012-06-06 12:08:43+0000', tz='UTC')]",Resolve ticket
183,Case1057,1,['Assign seriousness'],['Value 13'],"[Timestamp('2013-01-10 16:49:27+0000', tz='UTC')]",Take in charge ticket
184,Case1057,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[Timestamp('2013-01-10 16:49:27+0000', tz='UTC'), Timestamp('2013-01-11 11:57:25+0000', tz='UTC')]",Require upgrade
185,Case1057,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 13', 'Value 2', 'Value 2']","[Timestamp('2013-01-10 16:49:27+0000', tz='UTC'), Timestamp('2013-01-11 11:57:25+0000', tz='UTC'), Timestamp('2013-01-18 15:35:16+0000', tz='UTC')]",Wait
186,Case1057,4,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Wait']","['Value 13', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2013-01-10 16:49:27+0000', tz='UTC'), Timestamp('2013-01-11 11:57:25+0000', tz='UTC'), Timestamp('2013-01-18 15:35:16+0000', tz='UTC'), Timestamp('2013-01-18 15:35:51+0000', tz='UTC')]",Resolve ticket
187,Case1058,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-06-28 12:24:41+0000', tz='UTC')]",Take in charge ticket
188,Case1058,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-06-28 12:24:41+0000', tz='UTC'), Timestamp('2012-06-28 12:25:05+0000', tz='UTC')]",Wait
189,Case1058,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[Timestamp('2012-06-28 12:24:41+0000', tz='UTC'), Timestamp('2012-06-28 12:25:05+0000', tz='UTC'), Timestamp('2012-07-13 13:26:12+0000', tz='UTC')]",Resolve ticket
190,Case1059,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-01-09 07:53:54+0000', tz='UTC')]",Take in charge ticket
191,Case1059,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2012-01-09 07:53:54+0000', tz='UTC'), Timestamp('2012-01-09 09:30:45+0000', tz='UTC')]",Resolve ticket
192,Case106,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-02-15 13:12:20+0000', tz='UTC')]",Resolve ticket
193,Case1060,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-09-02 13:25:55+0000', tz='UTC')]",Take in charge ticket
194,Case1060,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[Timestamp('2011-09-02 13:25:55+0000', tz='UTC'), Timestamp('2011-09-14 13:30:44+0000', tz='UTC')]",Resolve ticket
195,Case1061,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-21 08:55:05+0000', tz='UTC')]",Assign seriousness
196,Case1061,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[Timestamp('2011-06-21 08:55:05+0000', tz='UTC'), Timestamp('2011-06-21 08:55:21+0000', tz='UTC')]",Take in charge ticket
197,Case1061,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 13']","[Timestamp('2011-06-21 08:55:05+0000', tz='UTC'), Timestamp('2011-06-21 08:55:21+0000', tz='UTC'), Timestamp('2011-06-27 09:24:28+0000', tz='UTC')]",Wait
198,Case1061,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 13', 'Value 13']","[Timestamp('2011-06-21 08:55:05+0000', tz='UTC'), Timestamp('2011-06-21 08:55:21+0000', tz='UTC'), Timestamp('2011-06-27 09:24:28+0000', tz='UTC'), Timestamp('2011-07-20 13:14:44+0000', tz='UTC')]",Resolve ticket
199,Case1062,1,['Take in charge ticket'],['Value 1'],"[Timestamp('2012-01-11 16:46:12+0000', tz='UTC')]",Wait
200,Case1062,2,"['Take in charge ticket', 'Wait']","['Value 1', 'Value 1']","[Timestamp('2012-01-11 16:46:12+0000', tz='UTC'), Timestamp('2012-01-12 13:49:28+0000', tz='UTC')]",Resolve ticket
201,Case1063,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-07-11 14:48:16+0000', tz='UTC')]",Take in charge ticket
202,Case1063,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-07-11 14:48:16+0000', tz='UTC'), Timestamp('2012-07-11 14:48:28+0000', tz='UTC')]",Resolve ticket
203,Case1064,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-05-21 15:39:11+0000', tz='UTC')]",Take in charge ticket
204,Case1064,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 1']","[Timestamp('2012-05-21 15:39:11+0000', tz='UTC'), Timestamp('2012-05-22 07:34:16+0000', tz='UTC')]",Resolve ticket
205,Case1065,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-08-22 14:39:21+0000', tz='UTC')]",Resolve ticket
206,Case1066,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-24 09:32:06+0000', tz='UTC')]",Take in charge ticket
207,Case1066,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2012-05-24 09:32:06+0000', tz='UTC'), Timestamp('2012-05-25 09:42:28+0000', tz='UTC')]",Resolve ticket
208,Case1067,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-02-14 10:34:26+0000', tz='UTC')]",Take in charge ticket
209,Case1067,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 13']","[Timestamp('2012-02-14 10:34:26+0000', tz='UTC'), Timestamp('2012-02-14 11:48:20+0000', tz='UTC')]",Resolve ticket
210,Case1068,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-15 08:49:37+0000', tz='UTC')]",Take in charge ticket
211,Case1068,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2012-05-15 08:49:37+0000', tz='UTC'), Timestamp('2012-05-18 12:33:18+0000', tz='UTC')]",Resolve ticket
212,Case1069,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-21 14:09:39+0000', tz='UTC')]",Take in charge ticket
213,Case1069,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-06-21 14:09:39+0000', tz='UTC'), Timestamp('2011-06-21 14:10:08+0000', tz='UTC')]",Resolve ticket
